Sex,X,L,M,S,P3,P5,P10,P25,P50,P75,P85,P90,P95,P97
1,33,0.200000,13.767225,0.130000,10.7143,11.0644,11.6207,12.6025,13.7672,15.0165,15.7240,16.2198,16.9742,17.4795
1,34,0.200000,13.943547,0.130000,10.8515,11.2061,11.7696,12.7639,13.9435,15.2089,15.9254,16.4275,17.1916,17.7034
1,35,0.200000,14.120086,0.130000,10.9889,11.3480,11.9186,12.9255,14.1201,15.4014,16.1270,16.6355,17.4092,17.9275
1,36,0.200000,14.296803,0.130000,11.1264,11.4900,12.0677,13.0873,14.2968,15.5942,16.3289,16.8437,17.6271,18.1519
1,37,0.200000,14.465321,0.130000,11.2576,11.6254,12.2100,13.2415,14.4653,15.7780,16.5213,17.0423,17.8349,18.3658
1,38,0.200000,14.633920,0.130000,11.3888,11.7609,12.3523,13.3959,14.6339,15.9619,16.7139,17.2409,18.0428,18.5799
1,39,0.200000,14.802547,0.130000,11.5200,11.8965,12.4946,13.5502,14.8025,16.1458,16.9065,17.4396,18.2507,18.7940
1,40,0.200000,14.971147,0.130000,11.6512,12.0320,12.6369,13.7046,14.9711,16.3297,17.0990,17.6382,18.4586,19.0081
1,41,0.200000,15.139663,0.130000,11.7824,12.1674,12.7792,13.8588,15.1397,16.5135,17.2915,17.8367,18.6663,19.2220
1,42,0.200000,15.308042,0.130000,11.9134,12.3027,12.9213,14.0129,15.3080,16.6972,17.4838,18.0351,18.8739,19.4358
1,43,0.200000,15.476231,0.130000,12.0443,12.4379,13.0633,14.1669,15.4762,16.8806,17.6759,18.2333,19.0813,19.6493
1,44,0.200000,15.644183,0.130000,12.1750,12.5729,13.2050,14.3206,15.6442,17.0638,17.8677,18.4311,19.2884,19.8626
1,45,0.200000,15.811856,0.130000,12.3055,12.7076,13.3466,14.4741,15.8119,17.2467,18.0593,18.6287,19.4951,20.0755
1,46,0.200000,15.979217,0.130000,12.4358,12.8421,13.4878,14.6273,15.9792,17.4293,18.2504,18.8259,19.7014,20.2880
1,47,0.200000,16.146237,0.130000,12.5658,12.9764,13.6288,14.7802,16.1462,17.6114,18.4412,19.0226,19.9074,20.5000
1,48,0.200000,16.312901,0.130000,12.6955,13.1103,13.7695,14.9328,16.3129,17.7932,18.6315,19.2190,20.1129,20.7116
1,49,0.200000,16.479201,0.130000,12.8249,13.2440,13.9099,15.0850,16.4792,17.9746,18.8214,19.4149,20.3179,20.9228
1,50,0.200000,16.645140,0.130000,12.9540,13.3773,14.0499,15.2369,16.6451,18.1556,19.0110,19.6104,20.5225,21.1334
1,51,0.200000,16.810732,0.130000,13.0829,13.5104,14.1897,15.3885,16.8107,18.3362,19.2001,19.8055,20.7267,21.3437
1,52,0.200000,16.975999,0.130000,13.2115,13.6432,14.3292,15.5398,16.9760,18.5165,19.3889,20.0002,20.9304,21.5535
1,53,0.200000,17.140976,0.130000,13.3399,13.7758,14.4685,15.6908,17.1410,18.6964,19.5773,20.1946,21.1338,21.7630
1,54,0.200000,17.305704,0.130000,13.4681,13.9082,14.6075,15.8416,17.3057,18.8761,19.7654,20.3887,21.3369,21.9721
1,55,0.200000,17.470233,0.130000,13.5961,14.0404,14.7464,15.9922,17.4702,19.0556,19.9533,20.5825,21.5398,22.1810
1,56,0.200000,17.634622,0.130000,13.7241,14.1725,14.8851,16.1427,17.6346,19.2349,20.1411,20.7762,21.7425,22.3897
1,57,0.200000,17.798930,0.130000,13.8520,14.3046,15.0238,16.2931,17.7989,19.4141,20.3288,20.9698,21.9450,22.5984
1,58,0.200000,17.963224,0.130000,13.9798,14.4366,15.1625,16.4435,17.9632,19.5933,20.5164,21.1633,22.1476,22.8069
1,59,0.200000,18.127570,0.130000,14.1077,14.5687,15.3012,16.5939,18.1276,19.7726,20.7041,21.3569,22.3502,23.0156
1,60,0.200000,18.292036,0.130000,14.2357,14.7009,15.4401,16.7445,18.2920,19.9519,20.8919,21.5507,22.5530,23.2244
1,61,0.200000,18.487224,0.130000,14.3876,14.8578,15.6048,16.9232,18.4872,20.1649,21.1149,21.7807,22.7937,23.4722
1,62,0.200000,18.682650,0.130000,14.5397,15.0148,15.7698,17.1021,18.6827,20.3780,21.3381,22.0109,23.0346,23.7204
1,63,0.200000,18.878372,0.130000,14.6920,15.1721,15.9350,17.2812,18.8784,20.5915,21.5616,22.2415,23.2759,23.9689
1,64,0.200000,19.074436,0.130000,14.8446,15.3297,16.1005,17.4607,19.0744,20.8053,21.7856,22.4725,23.5177,24.2178
1,65,0.200000,19.270885,0.130000,14.9975,15.4876,16.2663,17.6405,19.2709,21.0196,22.0099,22.7039,23.7599,24.4672
1,66,0.200000,19.467747,0.130000,15.1507,15.6458,16.4325,17.8207,19.4677,21.2344,22.2348,22.9359,24.0026,24.7172
1,67,0.200000,19.665041,0.130000,15.3043,15.8043,16.5990,18.0013,19.6650,21.4495,22.4601,23.1683,24.2459,24.9677
1,68,0.200000,19.862774,0.130000,15.4581,15.9633,16.7659,18.1823,19.8628,21.6652,22.6859,23.4013,24.4896,25.2187
1,69,0.200000,20.060940,0.130000,15.6124,16.1225,16.9332,18.3637,20.0609,21.8814,22.9123,23.6347,24.7340,25.4703
1,70,0.200000,20.259521,0.130000,15.7669,16.2821,17.1008,18.5455,20.2595,22.0980,23.1391,23.8687,24.9788,25.7224
1,71,0.200000,20.458487,0.130000,15.9217,16.4420,17.2687,18.7276,20.4585,22.3150,23.3663,24.1031,25.2241,25.9750
1,72,0.200000,20.657795,0.130000,16.0769,16.6022,17.4370,18.9101,20.6578,22.5324,23.5940,24.3379,25.4699,26.2281
1,73,0.200000,20.857394,0.130000,16.2322,16.7626,17.6054,19.0928,20.8574,22.7501,23.8219,24.5731,25.7160,26.4815
1,74,0.200000,21.057220,0.130000,16.3877,16.9232,17.7741,19.2757,21.0572,22.9681,24.0502,24.8085,25.9623,26.7352
1,75,0.200000,21.257205,0.130000,16.5433,17.0839,17.9429,19.4588,21.2572,23.1862,24.2786,25.0441,26.2089,26.9891
1,76,0.200000,21.457274,0.130000,16.6990,17.2447,18.1118,19.6419,21.4573,23.4044,24.5071,25.2798,26.4556,27.2432
1,77,0.200000,21.657347,0.130000,16.8548,17.4055,18.2807,19.8251,21.6573,23.6226,24.7356,25.5155,26.7023,27.4972
1,78,0.200000,21.857345,0.130000,17.0104,17.5662,18.4495,20.0082,21.8573,23.8408,24.9640,25.7512,26.9488,27.7511
1,79,0.200000,22.057186,0.130000,17.1659,17.7269,18.6182,20.1911,22.0572,24.0588,25.1923,25.9866,27.1952,28.0048
1,80,0.200000,22.256794,0.130000,17.3213,17.8873,18.7866,20.3738,22.2568,24.2765,25.4202,26.2218,27.4413,28.2583
1,81,0.200000,22.456097,0.130000,17.4764,18.0474,18.9549,20.5563,22.4561,24.4939,25.6479,26.4566,27.6871,28.5113
1,82,0.200000,22.655032,0.130000,17.6312,18.2073,19.1228,20.7384,22.6550,24.7109,25.8751,26.6910,27.9323,28.7639
1,83,0.200000,22.853543,0.130000,17.7857,18.3669,19.2904,20.9201,22.8535,24.9274,26.1018,26.9248,28.1771,29.0159
1,84,0.200000,23.051587,0.130000,17.9398,18.5260,19.4575,21.1014,23.0516,25.1434,26.3280,27.1582,28.4213,29.2674
1,85,0.200000,23.249132,0.130000,18.0936,18.6848,19.6243,21.2822,23.2491,25.3589,26.5536,27.3909,28.6648,29.5182
1,86,0.200000,23.446161,0.130000,18.2469,18.8431,19.7906,21.4626,23.4462,25.5738,26.7786,27.6230,28.9078,29.7683
1,87,0.200000,23.642670,0.130000,18.3998,19.0011,19.9564,21.6424,23.6427,25.7881,27.0031,27.8545,29.1500,30.0178
1,88,0.200000,23.838670,0.130000,18.5524,19.1586,20.1219,21.8219,23.8387,26.0019,27.2269,28.0855,29.3917,30.2667
1,89,0.200000,24.034189,0.130000,18.7045,19.3157,20.2869,22.0008,24.0342,26.2152,27.4503,28.3158,29.6328,30.5149
1,90,0.200000,24.229265,0.130000,18.8563,19.4725,20.4516,22.1794,24.2293,26.4280,27.6731,28.5456,29.8733,30.7626
1,91,0.200000,24.423952,0.130000,19.0079,19.6290,20.6159,22.3576,24.4240,26.6403,27.8954,28.7750,30.1133,31.0098
1,92,0.200000,24.618316,0.130000,19.1591,19.7852,20.7800,22.5355,24.6183,26.8523,28.1174,29.0040,30.3530,31.2566
1,93,0.200000,24.812431,0.130000,19.3102,19.9412,20.9438,22.7132,24.8124,27.0640,28.3391,29.2327,30.5923,31.5030
1,94,0.200000,25.006381,0.130000,19.4611,20.0971,21.1075,22.8908,25.0064,27.2756,28.5606,29.4612,30.8314,31.7493
1,95,0.200000,25.200257,0.130000,19.6120,20.2529,21.2712,23.0683,25.2003,27.4871,28.7821,29.6896,31.0705,31.9954
1,96,0.200000,25.394150,0.130000,19.7629,20.4087,21.4348,23.2457,25.3941,27.6985,29.0035,29.9180,31.3095,32.2416
1,97,0.200000,25.624253,0.130000,19.9420,20.5936,21.6291,23.4564,25.6243,27.9495,29.2663,30.1891,31.5932,32.5337
1,98,0.200000,25.854553,0.130000,20.1212,20.7787,21.8235,23.6672,25.8546,28.2007,29.5294,30.4605,31.8772,32.8261
1,99,0.200000,26.085138,0.130000,20.3007,20.9640,22.0181,23.8783,26.0851,28.4522,29.7927,30.7321,32.1615,33.1189
1,100,0.200000,26.316091,0.130000,20.4804,21.1496,22.2130,24.0897,26.3161,28.7042,30.0565,31.0042,32.4462,33.4121
1,101,0.200000,26.547487,0.130000,20.6605,21.3356,22.4084,24.3015,26.5475,28.9565,30.3208,31.2768,32.7315,33.7059
1,102,0.200000,26.779388,0.130000,20.8410,21.5220,22.6041,24.5138,26.7794,29.2095,30.5856,31.5500,33.0174,34.0004
1,103,0.200000,27.011842,0.130000,21.0219,21.7088,22.8003,24.7266,27.0118,29.4630,30.8511,31.8239,33.3040,34.2955
1,104,0.200000,27.244886,0.130000,21.2032,21.8961,22.9970,24.9399,27.2449,29.7172,31.1173,32.0985,33.5914,34.5914
1,105,0.200000,27.478536,0.130000,21.3851,22.0839,23.1942,25.1538,27.4785,29.9721,31.3842,32.3737,33.8794,34.8880
1,106,0.200000,27.712795,0.130000,21.5674,22.2721,23.3920,25.3682,27.7128,30.2276,31.6517,32.6497,34.1683,35.1855
1,107,0.200000,27.947647,0.130000,21.7502,22.4609,23.5902,25.5832,27.9476,30.4838,31.9199,32.9264,34.4578,35.4836
1,108,0.200000,28.183058,0.130000,21.9334,22.6501,23.7889,25.7987,28.1831,30.7405,32.1888,33.2038,34.7481,35.7825
1,109,0.200000,28.418979,0.130000,22.1170,22.8397,23.9881,26.0147,28.4190,30.9979,32.4583,33.4817,35.0390,36.0821
1,110,0.200000,28.655347,0.130000,22.3009,23.0296,24.1876,26.2310,28.6553,31.2557,32.7282,33.7602,35.3304,36.3822
1,111,0.200000,28.892082,0.130000,22.4852,23.2199,24.3874,26.4477,28.8921,31.5139,32.9986,34.0391,35.6223,36.6827
1,112,0.200000,29.129095,0.130000,22.6696,23.4104,24.5875,26.6647,29.1291,31.7724,33.2693,34.3183,35.9145,36.9837
1,113,0.200000,29.366286,0.130000,22.8542,23.6010,24.7877,26.8818,29.3663,32.0311,33.5402,34.5978,36.2069,37.2848
1,114,0.200000,29.603549,0.130000,23.0389,23.7917,24.9879,27.0990,29.6035,32.2899,33.8112,34.8773,36.4995,37.5860
1,115,0.200000,29.840776,0.130000,23.2235,23.9823,25.1882,27.3162,29.8408,32.5487,34.0822,35.1568,36.7919,37.8872
1,116,0.200000,30.077855,0.130000,23.4080,24.1729,25.3883,27.5332,30.0779,32.8073,34.3529,35.4361,37.0842,38.1882
1,117,0.200000,30.314678,0.130000,23.5923,24.3632,25.5882,27.7500,30.3147,33.0656,34.6234,35.7151,37.3762,38.4889
1,118,0.200000,30.551145,0.130000,23.7763,24.5533,25.7878,27.9664,30.5511,33.3235,34.8935,35.9937,37.6678,38.7892
1,119,0.200000,30.787160,0.130000,23.9600,24.7429,25.9870,28.1825,30.7872,33.5809,35.1630,36.2718,37.9588,39.0888
1,120,0.200000,31.022641,0.130000,24.1433,24.9322,26.1858,28.3980,31.0226,33.8378,35.4320,36.5492,38.2491,39.3878
1,121,0.200000,31.315899,0.130000,24.3715,25.1679,26.4333,28.6665,31.3159,34.1577,35.7669,36.8947,38.6107,39.7601
1,122,0.200000,31.608504,0.130000,24.5992,25.4030,26.6803,28.9343,31.6085,34.4768,36.1011,37.2395,38.9715,40.1316
1,123,0.200000,31.900419,0.130000,24.8264,25.6376,26.9267,29.2016,31.9004,34.7952,36.4345,37.5834,39.3314,40.5023
1,124,0.200000,32.191623,0.130000,25.0530,25.8717,27.1725,29.4681,32.1916,35.1129,36.7671,37.9265,39.6904,40.8720
1,125,0.200000,32.482117,0.130000,25.2791,26.1051,27.4177,29.7341,32.4821,35.4297,37.0989,38.2687,40.0486,41.2408
1,126,0.200000,32.771920,0.130000,25.5046,26.3380,27.6623,29.9993,32.7719,35.7458,37.4299,38.6101,40.4059,41.6088
1,127,0.200000,33.061074,0.130000,25.7297,26.5704,27.9064,30.2640,33.0611,36.0612,37.7602,38.9508,40.7624,41.9759
1,128,0.200000,33.349637,0.130000,25.9542,26.8023,28.1500,30.5282,33.3496,36.3760,38.0897,39.2908,41.1182,42.3423
1,129,0.200000,33.637687,0.130000,26.1784,27.0338,28.3931,30.7919,33.6377,36.6901,38.4187,39.6301,41.4733,42.7080
1,130,0.200000,33.925317,0.130000,26.4023,27.2650,28.6359,31.0552,33.9253,37.0039,38.7472,39.9690,41.8279,43.0732
1,131,0.200000,34.212634,0.130000,26.6259,27.4959,28.8784,31.3182,34.2126,37.3173,39.0754,40.3075,42.1822,43.4380
1,132,0.200000,34.499756,0.130000,26.8493,27.7267,29.1208,31.5810,34.4998,37.6304,39.4033,40.6458,42.5362,43.8025
1,133,0.200000,34.786806,0.130000,27.0727,27.9574,29.3631,31.8438,34.7868,37.9435,39.7312,40.9840,42.8901,44.1669
1,134,0.200000,35.073916,0.130000,27.2962,28.1881,29.6054,32.1066,35.0739,38.2567,40.0591,41.3222,43.2441,44.5315
1,135,0.200000,35.361213,0.130000,27.5197,28.4190,29.8479,32.3696,35.3612,38.5701,40.3872,41.6607,43.5983,44.8962
1,136,0.200000,35.648825,0.130000,27.7436,28.6501,30.0907,32.6328,35.6488,38.8838,40.7157,41.9995,43.9529,45.2614
1,137,0.200000,35.936871,0.130000,27.9677,28.8816,30.3338,32.8965,35.9369,39.1980,41.0447,42.3389,44.3081,45.6271
1,138,0.200000,36.225460,0.130000,28.1923,29.1136,30.5774,33.1607,36.2255,39.5127,41.3743,42.6789,44.6639,45.9935
1,139,0.200000,36.514688,0.130000,28.4174,29.3460,30.8215,33.4255,36.5147,39.8282,41.7047,43.0197,45.0205,46.3607
1,140,0.200000,36.804633,0.130000,28.6431,29.5790,31.0663,33.6909,36.8046,40.1445,42.0358,43.3613,45.3780,46.7289
1,141,0.200000,37.095357,0.130000,28.8693,29.8127,31.3117,33.9570,37.0954,40.4616,42.3679,43.7038,45.7364,47.0980
1,142,0.200000,37.386897,0.130000,29.0962,30.0470,31.5578,34.2239,37.3869,40.7796,42.7008,44.0473,46.0959,47.4681
1,143,0.200000,37.679271,0.130000,29.3238,30.2820,31.8045,34.4915,37.6793,41.0985,43.0348,44.3917,46.4564,47.8394
1,144,0.200000,37.972470,0.130000,29.5519,30.5176,32.0520,34.7599,37.9725,41.4183,43.3696,44.7371,46.8179,48.2116
1,145,0.200000,38.474662,0.130000,29.9428,30.9212,32.4759,35.2196,38.4747,41.9661,43.9432,45.3288,47.4370,48.8492
1,146,0.200000,38.977631,0.130000,30.3342,31.3254,32.9005,35.6800,38.9776,42.5147,44.5177,45.9214,48.0572,49.4878
1,147,0.200000,39.481313,0.130000,30.7262,31.7302,33.3256,36.1411,39.4813,43.0641,45.0929,46.5148,48.6782,50.1273
1,148,0.200000,39.985620,0.130000,31.1187,32.1355,33.7513,36.6027,39.9856,43.6141,45.6689,47.1089,49.2999,50.7676
1,149,0.200000,40.490443,0.130000,31.5115,32.5412,34.1774,37.0649,40.4904,44.1648,46.2455,47.7037,49.9224,51.4086
1,150,0.200000,40.995659,0.130000,31.9047,32.9473,34.6039,37.5273,40.9957,44.7158,46.8225,48.2989,50.5453,52.0500
1,151,0.200000,41.501126,0.130000,32.2981,33.3535,35.0305,37.9900,41.5011,45.2672,47.3998,48.8944,51.1685,52.6918
1,152,0.200000,42.006695,0.130000,32.6916,33.7598,35.4573,38.4528,42.0067,45.8186,47.9773,49.4901,51.7918,53.3337
1,153,0.200000,42.512208,0.130000,33.0850,34.1661,35.8840,38.9156,42.5122,46.3700,48.5546,50.0856,52.4151,53.9755
1,154,0.200000,43.017507,0.130000,33.4782,34.5722,36.3105,39.3781,43.0175,46.9211,49.1317,50.6809,53.0381,54.6170
1,155,0.200000,43.522435,0.130000,33.8712,34.9780,36.7367,39.8403,43.5224,47.4719,49.7084,51.2758,53.6606,55.2581
1,156,0.200000,44.026842,0.130000,34.2637,35.3834,37.1624,40.3021,44.0268,48.0221,50.2845,51.8701,54.2825,55.8985
1,157,0.200000,44.530592,0.130000,34.6558,35.7882,37.5877,40.7632,44.5306,48.5715,50.8599,52.4636,54.9036,56.5381
1,158,0.200000,45.033561,0.130000,35.0472,36.1924,38.0122,41.2236,45.0336,49.1201,51.4343,53.0561,55.5238,57.1767
1,159,0.200000,45.535649,0.130000,35.4380,36.5960,38.4360,41.6832,45.5356,49.6678,52.0078,53.6477,56.1428,57.8142
1,160,0.200000,46.036775,0.130000,35.8280,36.9987,38.8590,42.1420,46.0368,50.2144,52.5801,54.2381,56.7607,58.4504
1,161,0.200000,46.536887,0.130000,36.2172,37.4006,39.2811,42.5998,46.5369,50.7599,53.1513,54.8273,57.3773,59.0854
1,162,0.200000,47.035960,0.130000,36.6056,37.8017,39.7024,43.0566,47.0360,51.3042,53.7213,55.4153,57.9926,59.7190
1,163,0.200000,47.533997,0.130000,36.9932,38.2020,40.1228,43.5125,47.5340,51.8475,54.2902,56.0020,58.6067,60.3514
1,164,0.200000,48.031033,0.130000,37.3800,38.6014,40.5423,43.9675,48.0310,52.3896,54.8579,56.5876,59.2195,60.9824
1,165,0.200000,48.527131,0.130000,37.7661,39.0001,40.9611,44.4216,48.5271,52.9307,55.4245,57.1721,59.8311,61.6123
1,166,0.200000,49.022381,0.130000,38.1515,39.3982,41.3791,44.8750,49.0224,53.4709,55.9901,57.7556,60.4418,62.2411
1,167,0.200000,49.516903,0.130000,38.5364,39.7956,41.7965,45.3277,49.5169,54.0103,56.5549,58.3382,61.0515,62.8690
1,168,0.200000,50.010836,0.130000,38.9208,40.1926,42.2134,45.7798,50.0108,54.5491,57.1191,58.9201,61.6605,63.4961
1,169,0.200000,50.504341,0.130000,39.3048,40.5892,42.6300,46.2316,50.5043,55.0874,57.6827,59.5015,62.2689,64.1227
1,170,0.200000,50.997594,0.130000,39.6887,40.9856,43.0464,46.6831,50.9976,55.6254,58.2461,60.0827,62.8771,64.7489
1,171,0.200000,51.490781,0.130000,40.0725,41.3820,43.4626,47.1345,51.4908,56.1633,58.8093,60.6637,63.4851,65.3751
1,172,0.200000,51.984094,0.130000,40.4564,41.7784,43.8790,47.5861,51.9841,56.7014,59.3728,61.2449,64.0934,66.0014
1,173,0.200000,52.477726,0.130000,40.8406,42.1751,44.2957,48.0380,52.4777,57.2398,59.9366,61.8265,64.7020,66.6282
1,174,0.200000,52.971862,0.130000,41.2252,42.5723,44.7128,48.4903,52.9719,57.7788,60.5009,62.4086,65.3112,67.2555
1,175,0.200000,53.466679,0.130000,41.6103,42.9699,45.1305,48.9433,53.4667,58.3185,61.0661,62.9916,65.9213,67.8838
1,176,0.200000,53.962335,0.130000,41.9960,43.3683,45.5489,49.3970,53.9623,58.8592,61.6322,63.5756,66.5324,68.5131
1,177,0.200000,54.458971,0.130000,42.3825,43.7674,45.9681,49.8516,54.4590,59.4009,62.1994,64.1607,67.1448,69.1436
1,178,0.200000,54.956699,0.130000,42.7699,44.1674,46.3882,50.3072,54.9567,59.9438,62.7679,64.7471,67.7584,69.7756
1,179,0.200000,55.455603,0.130000,43.1581,44.5684,46.8093,50.7639,55.4556,60.4879,63.3377,65.3348,68.3735,70.4090
1,180,0.200000,55.955736,0.130000,43.5474,44.9703,47.2315,51.2217,55.9557,61.0335,63.9089,65.9241,68.9902,71.0440
1,181,0.200000,56.457116,0.130000,43.9376,45.3733,47.6547,51.6807,56.4571,61.5803,64.4816,66.5148,69.6083,71.6806
1,182,0.200000,56.959727,0.130000,44.3287,45.7772,48.0789,52.1408,56.9597,62.1285,65.0556,67.1069,70.2280,72.3187
1,183,0.200000,57.463516,0.130000,44.7208,46.1821,48.5042,52.6020,57.4635,62.6781,65.6310,67.7005,70.8492,72.9584
1,184,0.200000,57.968397,0.130000,45.1137,46.5879,48.9303,53.0641,57.9684,63.2288,66.2077,68.2953,71.4717,73.5994
1,185,0.200000,58.474251,0.130000,45.5074,46.9944,49.3573,53.5272,58.4743,63.7805,66.7854,68.8912,72.0954,74.2416
1,186,0.200000,58.980929,0.130000,45.9017,47.4016,49.7850,53.9910,58.9809,64.3332,67.3641,69.4882,72.7201,74.8849
1,187,0.200000,59.488258,0.130000,46.2965,47.8093,50.2132,54.4554,59.4883,64.8865,67.9435,70.0859,73.3456,75.5291
1,188,0.200000,59.996040,0.130000,46.6917,48.2174,50.6418,54.9202,59.9960,65.4404,68.5235,70.6841,73.9716,76.1738
1,189,0.200000,60.504064,0.130000,47.0871,48.6257,51.0706,55.3853,60.5041,65.9945,69.1037,71.2827,74.5980,76.8188
1,190,0.200000,61.012108,0.130000,47.4825,49.0340,51.4995,55.8503,61.0121,66.5487,69.6840,71.8812,75.2244,77.4638
1,191,0.200000,61.519945,0.130000,47.8777,49.4422,51.9281,56.3152,61.5199,67.1026,70.2640,72.4795,75.8505,78.1086
1,192,0.200000,62.027351,0.130000,48.2726,49.8500,52.3564,56.7797,62.0274,67.6560,70.8435,73.0773,76.4761,78.7528
1,193,0.200000,62.256180,0.130000,48.4507,50.0339,52.5496,56.9892,62.2562,67.9056,71.1049,73.3469,76.7583,79.0433
1,194,0.200000,62.484111,0.130000,48.6280,50.2170,52.7420,57.1978,62.4841,68.1542,71.3652,73.6155,77.0393,79.3327
1,195,0.200000,62.710978,0.130000,48.8046,50.3994,52.9335,57.4055,62.7110,68.4017,71.6243,73.8827,77.3190,79.6208
1,196,0.200000,62.936645,0.130000,48.9802,50.5807,53.1239,57.6121,62.9366,68.6478,71.8821,74.1486,77.5972,79.9073
1,197,0.200000,63.161007,0.130000,49.1548,50.7610,53.3133,57.8174,63.1610,68.8926,72.1383,74.4129,77.8739,80.1922
1,198,0.200000,63.383996,0.130000,49.3284,50.9403,53.5015,58.0216,63.3840,69.1358,72.3930,74.6756,78.1488,80.4753
1,199,0.200000,63.605579,0.130000,49.5008,51.1183,53.6886,58.2244,63.6056,69.3775,72.6461,74.9367,78.4220,80.7566
1,200,0.200000,63.825766,0.130000,49.6722,51.2953,53.8744,58.4260,63.8258,69.6176,72.8975,75.1961,78.6935,81.0362
