Sex,X,L,M,S,P3,P5,P10,P25,P50,P75,P85,P90,P95,P97
1,57,-0.300000,15.349077,0.085000,13.1298,13.3843,13.7884,14.5015,15.3491,16.2622,16.7819,17.1474,17.7059,18.0817
1,58,-0.300000,15.330395,0.085000,13.1138,13.3680,13.7716,14.4838,15.3304,16.2424,16.7614,17.1265,17.6843,18.0597
1,59,-0.300000,15.311799,0.085000,13.0979,13.3518,13.7549,14.4663,15.3118,16.2227,16.7411,17.1057,17.6629,18.0378
1,60,-0.300000,15.293341,0.085000,13.0821,13.3357,13.7383,14.4488,15.2933,16.2031,16.7209,17.0851,17.6416,18.0161
1,61,-0.300000,15.302835,0.085000,13.0903,13.3440,13.7469,14.4578,15.3028,16.2132,16.7313,17.0957,17.6526,18.0273
1,62,-0.300000,15.312556,0.085000,13.0986,13.3525,13.7556,14.4670,15.3126,16.2235,16.7419,17.1066,17.6638,18.0387
1,63,-0.300000,15.322542,0.085000,13.1071,13.3612,13.7646,14.4764,15.3225,16.2341,16.7529,17.1178,17.6753,18.0505
1,64,-0.300000,15.332827,0.085000,13.1159,13.3701,13.7738,14.4861,15.3328,16.2450,16.7641,17.1292,17.6872,18.0626
1,65,-0.300000,15.343432,0.085000,13.1250,13.3794,13.7833,14.4962,15.3434,16.2562,16.7757,17.1411,17.6994,18.0751
1,66,-0.300000,15.354373,0.085000,13.1344,13.3889,13.7932,14.5065,15.3544,16.2678,16.7877,17.1533,17.7120,18.0880
1,67,-0.300000,15.365655,0.085000,13.1440,13.3988,13.8033,14.5172,15.3657,16.2798,16.8000,17.1659,17.7250,18.1013
1,68,-0.300000,15.377273,0.085000,13.1539,13.4089,13.8137,14.5281,15.3773,16.2921,16.8127,17.1789,17.7384,18.1149
1,69,-0.300000,15.389214,0.085000,13.1642,13.4193,13.8245,14.5394,15.3892,16.3047,16.8258,17.1922,17.7522,18.1290
1,70,-0.300000,15.401456,0.085000,13.1746,13.4300,13.8355,14.5510,15.4015,16.3177,16.8391,17.2059,17.7663,18.1434
1,71,-0.300000,15.413967,0.085000,13.1853,13.4409,13.8467,14.5628,15.4140,16.3309,16.8528,17.2199,17.7807,18.1582
1,72,-0.300000,15.426708,0.085000,13.1962,13.4520,13.8582,14.5748,15.4267,16.3444,16.8668,17.2341,17.7954,18.1732
1,73,-0.300000,15.439636,0.085000,13.2073,13.4633,13.8698,14.5871,15.4396,16.3581,16.8809,17.2486,17.8104,18.1884
1,74,-0.300000,15.452700,0.085000,13.2185,13.4747,13.8815,14.5994,15.4527,16.3720,16.8952,17.2632,17.8254,18.2038
1,75,-0.300000,15.465846,0.085000,13.2297,13.4861,13.8933,14.6118,15.4658,16.3859,16.9095,17.2778,17.8406,18.2193
1,76,-0.300000,15.479018,0.085000,13.2410,13.4976,13.9051,14.6243,15.4790,16.3999,16.9239,17.2926,17.8558,18.2348
1,77,-0.300000,15.492158,0.085000,13.2522,13.5091,13.9169,14.6367,15.4922,16.4138,16.9383,17.3072,17.8709,18.2503
1,78,-0.300000,15.505210,0.085000,13.2634,13.5205,13.9287,14.6490,15.5052,16.4276,16.9526,17.3218,17.8860,18.2657
1,79,-0.300000,15.518121,0.085000,13.2744,13.5317,13.9403,14.6612,15.5181,16.4413,16.9667,17.3362,17.9009,18.2809
1,80,-0.300000,15.530840,0.085000,13.2853,13.5428,13.9517,14.6732,15.5308,16.4548,16.9806,17.3505,17.9156,18.2959
1,81,-0.300000,15.543322,0.085000,13.2960,13.5537,13.9629,14.6850,15.5433,16.4680,16.9943,17.3644,17.9300,18.3106
1,82,-0.300000,15.555529,0.085000,13.3064,13.5643,13.9739,14.6966,15.5555,16.4809,17.0076,17.3780,17.9440,18.3249
1,83,-0.300000,15.567430,0.085000,13.3166,13.5747,13.9846,14.7078,15.5674,16.4935,17.0206,17.3913,17.9578,18.3390
1,84,-0.300000,15.579003,0.085000,13.3265,13.5848,13.9950,14.7187,15.5790,16.5058,17.0333,17.4043,17.9711,18.3526
1,85,-0.300000,15.590235,0.085000,13.3361,13.5946,14.0051,14.7293,15.5902,16.5177,17.0455,17.4168,17.9841,18.3658
1,86,-0.300000,15.601121,0.085000,13.3454,13.6041,14.0148,14.7396,15.6011,16.5292,17.0574,17.4290,17.9966,18.3786
1,87,-0.300000,15.611667,0.085000,13.3545,13.6133,14.0243,14.7496,15.6117,16.5404,17.0690,17.4408,18.0088,18.3911
1,88,-0.300000,15.621890,0.085000,13.3632,13.6222,14.0335,14.7592,15.6219,16.5512,17.0802,17.4522,18.0206,18.4031
1,89,-0.300000,15.631812,0.085000,13.3717,13.6309,14.0424,14.7686,15.6318,16.5618,17.0910,17.4633,18.0320,18.4148
1,90,-0.300000,15.641466,0.085000,13.3799,13.6393,14.0511,14.7777,15.6415,16.5720,17.1016,17.4740,18.0432,18.4262
1,91,-0.300000,15.650893,0.085000,13.3880,13.6475,14.0595,14.7866,15.6509,16.5820,17.1119,17.4846,18.0541,18.4373
1,92,-0.300000,15.660139,0.085000,13.3959,13.6556,14.0678,14.7954,15.6601,16.5918,17.1220,17.4949,18.0647,18.4482
1,93,-0.300000,15.669254,0.085000,13.4037,13.6635,14.0760,14.8040,15.6693,16.6014,17.1319,17.5051,18.0752,18.4589
1,94,-0.300000,15.678296,0.085000,13.4114,13.6714,14.0842,14.8125,15.6783,16.6110,17.1418,17.5152,18.0857,18.4696
1,95,-0.300000,15.687319,0.085000,13.4192,13.6793,14.0923,14.8211,15.6873,16.6206,17.1517,17.5253,18.0961,18.4802
1,96,-0.300000,15.696384,0.085000,13.4269,13.6872,14.1004,14.8296,15.6964,16.6302,17.1616,17.5354,18.1065,18.4909
1,97,-0.300000,15.731925,0.085000,13.4573,13.7182,14.1323,14.8632,15.7319,16.6678,17.2005,17.5751,18.1475,18.5327
1,98,-0.300000,15.767612,0.085000,13.4878,13.7493,14.1644,14.8969,15.7676,16.7056,17.2395,17.6150,18.1887,18.5748
1,99,-0.300000,15.803496,0.085000,13.5185,13.7806,14.1966,14.9308,15.8035,16.7437,17.2787,17.6551,18.2301,18.6171
1,100,-0.300000,15.839622,0.085000,13.5494,13.8121,14.2291,14.9650,15.8396,16.7819,17.3182,17.6954,18.2718,18.6596
1,101,-0.300000,15.876030,0.085000,13.5806,13.8438,14.2618,14.9994,15.8760,16.8205,17.3580,17.7361,18.3138,18.7025
1,102,-0.300000,15.912752,0.085000,13.6120,13.8758,14.2948,15.0340,15.9128,16.8594,17.3982,17.7771,18.3561,18.7458
1,103,-0.300000,15.949810,0.085000,13.6437,13.9082,14.3281,15.0691,15.9498,16.8987,17.4387,17.8185,18.3989,18.7894
1,104,-0.300000,15.987219,0.085000,13.6757,13.9408,14.3617,15.1044,15.9872,16.9383,17.4796,17.8603,18.4420,18.8335
1,105,-0.300000,16.024983,0.085000,13.7080,13.9737,14.3956,15.1401,16.0250,16.9783,17.5209,17.9025,18.4856,18.8780
1,106,-0.300000,16.063095,0.085000,13.7406,14.0069,14.4298,15.1761,16.0631,17.0187,17.5625,17.9451,18.5296,18.9229
1,107,-0.300000,16.101542,0.085000,13.7735,14.0405,14.4644,15.2124,16.1015,17.0594,17.6046,17.9880,18.5739,18.9682
1,108,-0.300000,16.140297,0.085000,13.8066,14.0743,14.4992,15.2490,16.1403,17.1005,17.6470,18.0313,18.6186,19.0138
1,109,-0.300000,16.179328,0.085000,13.8400,14.1083,14.5342,15.2859,16.1793,17.1418,17.6896,18.0749,18.6636,19.0598
1,110,-0.300000,16.218593,0.085000,13.8736,14.1425,14.5695,15.3230,16.2186,17.1834,17.7326,18.1188,18.7089,19.1060
1,111,-0.300000,16.258044,0.085000,13.9074,14.1769,14.6050,15.3603,16.2580,17.2252,17.7757,18.1629,18.7544,19.1525
1,112,-0.300000,16.297628,0.085000,13.9412,14.2114,14.6405,15.3977,16.2976,17.2672,17.8190,18.2071,18.8001,19.1992
1,113,-0.300000,16.337288,0.085000,13.9752,14.2460,14.6761,15.4351,16.3373,17.3092,17.8623,18.2514,18.8458,19.2459
1,114,-0.300000,16.376963,0.085000,14.0091,14.2806,14.7118,15.4726,16.3770,17.3512,17.9057,18.2957,18.8916,19.2926
1,115,-0.300000,16.416594,0.085000,14.0430,14.3152,14.7474,15.5101,16.4166,17.3932,17.9490,18.3400,18.9373,19.3393
1,116,-0.300000,16.456121,0.085000,14.0768,14.3497,14.7829,15.5474,16.4561,17.4351,17.9923,18.3841,18.9829,19.3859
1,117,-0.300000,16.495487,0.085000,14.1105,14.3840,14.8183,15.5846,16.4955,17.4768,18.0353,18.4281,19.0283,19.4322
1,118,-0.300000,16.534640,0.085000,14.1440,14.4181,14.8534,15.6216,16.5346,17.5183,18.0781,18.4719,19.0735,19.4784
1,119,-0.300000,16.573532,0.085000,14.1772,14.4520,14.8884,15.6583,16.5735,17.5595,18.1206,18.5153,19.1184,19.5242
1,120,-0.300000,16.612124,0.085000,14.2103,14.4857,14.9230,15.6948,16.6121,17.6004,18.1628,18.5584,19.1629,19.5696
1,121,-0.300000,16.667064,0.085000,14.2573,14.5336,14.9724,15.7467,16.6671,17.6586,18.2229,18.6198,19.2263,19.6344
1,122,-0.300000,16.721649,0.085000,14.3039,14.5812,15.0214,15.7983,16.7216,17.7164,18.2826,18.6808,19.2892,19.6987
1,123,-0.300000,16.775867,0.085000,14.3503,14.6285,15.0701,15.8495,16.7759,17.7739,18.3419,18.7414,19.3518,19.7625
1,124,-0.300000,16.829714,0.085000,14.3964,14.6754,15.1185,15.9004,16.8297,17.8309,18.4007,18.8015,19.4139,19.8260
1,125,-0.300000,16.883195,0.085000,14.4421,14.7221,15.1665,15.9509,16.8832,17.8876,18.4592,18.8613,19.4756,19.8890
1,126,-0.300000,16.936328,0.085000,14.4876,14.7684,15.2143,16.0011,16.9363,17.9439,18.5173,18.9206,19.5369,19.9516
1,127,-0.300000,16.989139,0.085000,14.5328,14.8144,15.2617,16.0510,16.9891,17.9998,18.5750,18.9796,19.5978,20.0138
1,128,-0.300000,17.041665,0.085000,14.5777,14.8602,15.3089,16.1006,17.0417,18.0555,18.6325,19.0383,19.6584,20.0757
1,129,-0.300000,17.093947,0.085000,14.6224,14.9058,15.3559,16.1500,17.0939,18.1109,18.6896,19.0967,19.7187,20.1372
1,130,-0.300000,17.146039,0.085000,14.6670,14.9513,15.4027,16.1992,17.1460,18.1661,18.7466,19.1549,19.7788,20.1986
1,131,-0.300000,17.197995,0.085000,14.7114,14.9966,15.4493,16.2483,17.1980,18.2211,18.8034,19.2129,19.8387,20.2598
1,132,-0.300000,17.249878,0.085000,14.7558,15.0418,15.4959,16.2973,17.2499,18.2761,18.8601,19.2709,19.8986,20.3209
1,133,-0.300000,17.301749,0.085000,14.8002,15.0870,15.5425,16.3463,17.3017,18.3310,18.9168,19.3288,19.9584,20.3820
1,134,-0.300000,17.353674,0.085000,14.8446,15.1323,15.5892,16.3954,17.3537,18.3861,18.9736,19.3869,20.0183,20.4432
1,135,-0.300000,17.405714,0.085000,14.8891,15.1777,15.6359,16.4446,17.4057,18.4412,19.0305,19.4450,20.0783,20.5045
1,136,-0.300000,17.457929,0.085000,14.9338,15.2232,15.6828,16.4939,17.4579,18.4965,19.0876,19.5033,20.1386,20.5660
1,137,-0.300000,17.510376,0.085000,14.9786,15.2690,15.7300,16.5435,17.5104,18.5521,19.1449,19.5619,20.1991,20.6278
1,138,-0.300000,17.563102,0.085000,15.0237,15.3149,15.7773,16.5933,17.5631,18.6079,19.2026,19.6208,20.2599,20.6899
1,139,-0.300000,17.616151,0.085000,15.0691,15.3612,15.8250,16.6434,17.6162,18.6641,19.2606,19.6801,20.3211,20.7524
1,140,-0.300000,17.669555,0.085000,15.1148,15.4078,15.8729,16.6938,17.6696,18.7207,19.3190,19.7397,20.3827,20.8153
1,141,-0.300000,17.723337,0.085000,15.1608,15.4547,15.9213,16.7447,17.7233,18.7777,19.3778,19.7998,20.4447,20.8787
1,142,-0.300000,17.777511,0.085000,15.2071,15.5019,15.9699,16.7958,17.7775,18.8351,19.4370,19.8603,20.5072,20.9425
1,143,-0.300000,17.832079,0.085000,15.2538,15.5495,16.0189,16.8474,17.8321,18.8929,19.4967,19.9213,20.5702,21.0068
1,144,-0.300000,17.887032,0.085000,15.3008,15.5974,16.0683,16.8993,17.8870,18.9511,19.5567,19.9827,20.6335,21.0715
1,145,-0.300000,17.963170,0.085000,15.3660,15.6638,16.1367,16.9712,17.9632,19.0318,19.6400,20.0678,20.7214,21.1612
1,146,-0.300000,18.039647,0.085000,15.4314,15.7305,16.2054,17.0435,18.0396,19.1128,19.7236,20.1532,20.8096,21.2513
1,147,-0.300000,18.116425,0.085000,15.4971,15.7974,16.2744,17.1160,18.1164,19.1942,19.8075,20.2390,20.8982,21.3418
1,148,-0.300000,18.193457,0.085000,15.5630,15.8646,16.3436,17.1888,18.1935,19.2758,19.8918,20.3250,20.9870,21.4325
1,149,-0.300000,18.270688,0.085000,15.6290,15.9319,16.4130,17.2618,18.2707,19.3576,19.9762,20.4113,21.0761,21.5235
1,150,-0.300000,18.348057,0.085000,15.6952,15.9994,16.4825,17.3349,18.3481,19.4396,20.0608,20.4977,21.1654,21.6146
1,151,-0.300000,18.425500,0.085000,15.7614,16.0669,16.5520,17.4080,18.4255,19.5216,20.1455,20.5843,21.2547,21.7059
1,152,-0.300000,18.502949,0.085000,15.8277,16.1345,16.6216,17.4812,18.5029,19.6037,20.2302,20.6708,21.3440,21.7971
1,153,-0.300000,18.580336,0.085000,15.8939,16.2020,16.6911,17.5543,18.5803,19.6857,20.3148,20.7572,21.4333,21.8883
1,154,-0.300000,18.657593,0.085000,15.9600,16.2693,16.7605,17.6273,18.6576,19.7675,20.3992,20.8435,21.5224,21.9793
1,155,-0.300000,18.734657,0.085000,16.0259,16.3365,16.8298,17.7001,18.7347,19.8492,20.4835,20.9296,21.6113,22.0701
1,156,-0.300000,18.811469,0.085000,16.0916,16.4035,16.8988,17.7727,18.8115,19.9306,20.5675,21.0154,21.6999,22.1605
1,157,-0.300000,18.887976,0.085000,16.1571,16.4702,16.9675,17.8450,18.8880,20.0116,20.6511,21.1009,21.7882,22.2507
1,158,-0.300000,18.964133,0.085000,16.2222,16.5366,17.0359,17.9169,18.9641,20.0923,20.7344,21.1860,21.8760,22.3404
1,159,-0.300000,19.039906,0.085000,16.2870,16.6027,17.1040,17.9885,19.0399,20.1726,20.8172,21.2706,21.9634,22.4297
1,160,-0.300000,19.115270,0.085000,16.3515,16.6684,17.1717,18.0597,19.1153,20.2524,20.8996,21.3548,22.0504,22.5184
1,161,-0.300000,19.190211,0.085000,16.4156,16.7338,17.2390,18.1305,19.1902,20.3318,20.9816,21.4386,22.1368,22.6067
1,162,-0.300000,19.264728,0.085000,16.4793,16.7987,17.3059,18.2009,19.2647,20.4108,21.0630,21.5218,22.2228,22.6945
1,163,-0.300000,19.338831,0.085000,16.5427,16.8634,17.3725,18.2709,19.3388,20.4893,21.1441,21.6046,22.3083,22.7818
1,164,-0.300000,19.412542,0.085000,16.6058,16.9276,17.4387,18.3406,19.4125,20.5674,21.2247,21.6869,22.3933,22.8686
1,165,-0.300000,19.485894,0.085000,16.6685,16.9916,17.5046,18.4099,19.4859,20.6451,21.3049,21.7689,22.4779,22.9550
1,166,-0.300000,19.558930,0.085000,16.7310,17.0553,17.5702,18.4789,19.5589,20.7225,21.3847,21.8505,22.5622,23.0411
1,167,-0.300000,19.631701,0.085000,16.7932,17.1187,17.6356,18.5476,19.6317,20.7996,21.4643,21.9318,22.6461,23.1268
1,168,-0.300000,19.704269,0.085000,16.8553,17.1820,17.7008,18.6162,19.7043,20.8765,21.5436,22.0128,22.7298,23.2123
1,169,-0.300000,19.772533,0.085000,16.9137,17.2415,17.7621,18.6807,19.7725,20.9488,21.6182,22.0891,22.8086,23.2927
1,170,-0.300000,19.840731,0.085000,16.9721,17.3010,17.8234,18.7451,19.8407,21.0211,21.6928,22.1653,22.8872,23.3730
1,171,-0.300000,19.908936,0.085000,17.0304,17.3605,17.8846,18.8096,19.9089,21.0933,21.7674,22.2415,22.9659,23.4534
1,172,-0.300000,19.977221,0.085000,17.0888,17.4200,17.9460,18.8741,19.9772,21.1657,21.8420,22.3178,23.0447,23.5338
1,173,-0.300000,20.045658,0.085000,17.1474,17.4797,18.0075,18.9387,20.0457,21.2382,21.9169,22.3942,23.1236,23.6145
1,174,-0.300000,20.114315,0.085000,17.2061,17.5396,18.0691,19.0036,20.1143,21.3109,21.9919,22.4709,23.2028,23.6953
1,175,-0.300000,20.183255,0.085000,17.2651,17.5997,18.1311,19.0687,20.1833,21.3840,22.0673,22.5480,23.2824,23.7766
1,176,-0.300000,20.252531,0.085000,17.3243,17.6601,18.1933,19.1342,20.2525,21.4574,22.1431,22.6253,23.3623,23.8582
1,177,-0.300000,20.322189,0.085000,17.3839,17.7208,18.2559,19.2000,20.3222,21.5312,22.2192,22.7032,23.4426,23.9402
1,178,-0.300000,20.392266,0.085000,17.4438,17.7819,18.3188,19.2662,20.3923,21.6054,22.2958,22.7815,23.5235,24.0228
1,179,-0.300000,20.462784,0.085000,17.5042,17.8434,18.3822,19.3328,20.4628,21.6801,22.3729,22.8602,23.6048,24.1058
1,180,-0.300000,20.533757,0.085000,17.5649,17.9053,18.4459,19.3999,20.5338,21.7553,22.4505,22.9395,23.6867,24.1895
1,181,-0.300000,20.605182,0.085000,17.6260,17.9676,18.5101,19.4674,20.6052,21.8310,22.5286,23.0193,23.7691,24.2736
1,182,-0.300000,20.677047,0.085000,17.6875,18.0303,18.5746,19.5353,20.6770,21.9071,22.6072,23.0996,23.8520,24.3583
1,183,-0.300000,20.749326,0.085000,17.7493,18.0933,18.6396,19.6035,20.7493,21.9837,22.6862,23.1803,23.9353,24.4434
1,184,-0.300000,20.821982,0.085000,17.8114,18.1567,18.7048,19.6722,20.8220,22.0607,22.7657,23.2615,24.0192,24.5290
1,185,-0.300000,20.894966,0.085000,17.8739,18.2203,18.7704,19.7411,20.8950,22.1380,22.8455,23.3430,24.1033,24.6150
1,186,-0.300000,20.968220,0.085000,17.9365,18.2842,18.8362,19.8104,20.9682,22.2156,22.9256,23.4249,24.1878,24.7013
1,187,-0.300000,21.041680,0.085000,17.9994,18.3482,18.9022,19.8798,21.0417,22.2935,23.0059,23.5070,24.2726,24.7878
1,188,-0.300000,21.115273,0.085000,18.0623,18.4124,18.9683,19.9493,21.1153,22.3714,23.0863,23.5892,24.3575,24.8745
1,189,-0.300000,21.188923,0.085000,18.1253,18.4766,19.0345,20.0189,21.1889,22.4495,23.1669,23.6714,24.4424,24.9613
1,190,-0.300000,21.262553,0.085000,18.1883,18.5408,19.1006,20.0884,21.2626,22.5275,23.2474,23.7537,24.5274,25.0480
1,191,-0.300000,21.336084,0.085000,18.2512,18.6050,19.1667,20.1579,21.3361,22.6054,23.3278,23.8358,24.6122,25.1346
1,192,-0.300000,21.409440,0.085000,18.3140,18.6689,19.2326,20.2272,21.4094,22.6831,23.4080,23.9178,24.6968,25.2210
1,193,-0.300000,21.439472,0.085000,18.3396,18.6951,19.2595,20.2556,21.4395,22.7149,23.4408,23.9513,24.7315,25.2564
1,194,-0.300000,21.469185,0.085000,18.3651,18.7210,19.2862,20.2837,21.4692,22.7464,23.4733,23.9845,24.7657,25.2914
1,195,-0.300000,21.498524,0.085000,18.3902,18.7466,19.3126,20.3114,21.4985,22.7775,23.5054,24.0173,24.7996,25.3260
1,196,-0.300000,21.527446,0.085000,18.4149,18.7718,19.3386,20.3387,21.5274,22.8081,23.5370,24.0496,24.8329,25.3601
1,197,-0.300000,21.555918,0.085000,18.4392,18.7966,19.3642,20.3656,21.5559,22.8383,23.5681,24.0814,24.8658,25.3936
1,198,-0.300000,21.583918,0.085000,18.4632,18.8211,19.3893,20.3921,21.5839,22.8680,23.5987,24.1127,24.8981,25.4266
1,199,-0.300000,21.611441,0.085000,18.4867,18.8451,19.4140,20.4181,21.6114,22.8971,23.6288,24.1435,24.9298,25.4590
1,200,-0.300000,21.638491,0.085000,18.5099,18.8687,19.4383,20.4436,21.6385,22.9258,23.6584,24.1737,24.9610,25.4909
1,201,-0.300000,21.665088,0.085000,18.5326,18.8918,19.4622,20.4687,21.6651,22.9540,23.6875,24.2034,24.9917,25.5222
1,202,-0.300000,21.691263,0.085000,18.5550,18.9147,19.4857,20.4935,21.6913,22.9817,23.7161,24.2326,25.0219,25.5530
1,203,-0.300000,21.717060,0.085000,18.5771,18.9372,19.5089,20.5178,21.7171,23.0090,23.7443,24.2615,25.0517,25.5834
1,204,-0.300000,21.742532,0.085000,18.5989,18.9594,19.5318,20.5419,21.7425,23.0360,23.7721,24.2899,25.0811,25.6134
1,205,-0.300000,21.767743,0.085000,18.6204,18.9814,19.5544,20.5657,21.7677,23.0627,23.7997,24.3181,25.1101,25.6431
1,206,-0.300000,21.792764,0.085000,18.6419,19.0032,19.5769,20.5894,21.7928,23.0892,23.8271,24.3460,25.1390,25.6726
1,207,-0.300000,21.817670,0.085000,18.6632,19.0249,19.5993,20.6129,21.8177,23.1156,23.8543,24.3739,25.1677,25.7020
1,208,-0.300000,21.842541,0.085000,18.6844,19.0466,19.6216,20.6364,21.8425,23.1420,23.8815,24.4016,25.1964,25.7312
1,209,-0.300000,21.867457,0.085000,18.7057,19.0683,19.6440,20.6599,21.8675,23.1684,23.9087,24.4295,25.2252,25.7606
1,210,-0.300000,21.892498,0.085000,18.7272,19.0901,19.6665,20.6836,21.8925,23.1949,23.9361,24.4575,25.2540,25.7901
1,211,-0.300000,21.917741,0.085000,18.7488,19.1122,19.6892,20.7074,21.9177,23.2216,23.9637,24.4857,25.2832,25.8198
1,212,-0.300000,21.943255,0.085000,18.7706,19.1344,19.7121,20.7315,21.9433,23.2487,23.9916,24.5142,25.3126,25.8499
1,213,-0.300000,21.969105,0.085000,18.7927,19.1569,19.7353,20.7560,21.9691,23.2761,24.0199,24.5430,25.3424,25.8803
1,214,-0.300000,21.995346,0.085000,18.8151,19.1798,19.7589,20.7808,21.9953,23.3039,24.0486,24.5724,25.3727,25.9113
1,215,-0.300000,22.022019,0.085000,18.8380,19.2031,19.7829,20.8060,22.0220,23.3321,24.0777,24.6021,25.4035,25.9427
1,216,-0.300000,22.049158,0.085000,18.8612,19.2268,19.8072,20.8316,22.0492,23.3609,24.1074,24.6325,25.4348,25.9747
1,217,-0.300000,22.076782,0.085000,18.8848,19.2508,19.8321,20.8577,22.0768,23.3901,24.1376,24.6633,25.4666,26.0072
1,218,-0.300000,22.104895,0.085000,18.9089,19.2754,19.8573,20.8843,22.1049,23.4199,24.1683,24.6947,25.4991,26.0403
1,219,-0.300000,22.133490,0.085000,18.9333,19.3003,19.8830,20.9113,22.1335,23.4502,24.1996,24.7267,25.5320,26.0740
1,220,-0.300000,22.162545,0.085000,18.9582,19.3256,19.9091,20.9387,22.1625,23.4810,24.2314,24.7591,25.5656,26.1082
1,221,-0.300000,22.192026,0.085000,18.9834,19.3513,19.9356,20.9666,22.1920,23.5122,24.2636,24.7921,25.5996,26.1430
