Sex,X,L,M,S,P3,P5,P10,P25,P50,P75,P85,P90,P95,P97
1,57,-0.350000,4.919704,0.080000,4.2486,4.3258,4.4481,4.6638,4.9197,5.1949,5.3514,5.4613,5.6292,5.7422
1,57.5,-0.350000,5.049362,0.080000,4.3606,4.4398,4.5654,4.7867,5.0494,5.3318,5.4924,5.6053,5.7776,5.8935
1,58,-0.350000,5.179007,0.080000,4.4726,4.5538,4.6826,4.9096,5.1790,5.4687,5.6334,5.7492,5.9259,6.0448
1,58.5,-0.350000,5.308643,0.080000,4.5845,4.6677,4.7998,5.0325,5.3086,5.6056,5.7744,5.8931,6.0743,6.1961
1,59,-0.350000,5.438271,0.080000,4.6965,4.7817,4.9170,5.1554,5.4383,5.7425,5.9154,6.0370,6.2226,6.3474
1,59.5,-0.350000,5.567895,0.080000,4.8084,4.8957,5.0342,5.2783,5.5679,5.8794,6.0564,6.1809,6.3709,6.4987
1,60,-0.350000,5.697519,0.080000,4.9204,5.0097,5.1514,5.4012,5.6975,6.0163,6.1974,6.3248,6.5192,6.6500
1,60.5,-0.350000,5.837141,0.080000,5.0409,5.1324,5.2776,5.5335,5.8371,6.1637,6.3493,6.4798,6.6790,6.8130
1,61,-0.350000,5.976768,0.080000,5.1615,5.2552,5.4039,5.6659,5.9768,6.3111,6.5012,6.6348,6.8388,6.9759
1,61.5,-0.350000,6.116403,0.080000,5.2821,5.3780,5.5301,5.7983,6.1164,6.4586,6.6531,6.7898,6.9985,7.1389
1,62,-0.350000,6.256051,0.080000,5.4027,5.5008,5.6564,5.9306,6.2561,6.6060,6.8050,6.9448,7.1583,7.3019
1,62.5,-0.350000,6.395714,0.080000,5.5233,5.6236,5.7827,6.0630,6.3957,6.7535,6.9569,7.0999,7.3181,7.4649
1,63,-0.350000,6.535397,0.080000,5.6439,5.7464,5.9090,6.1955,6.5354,6.9010,7.1088,7.2549,7.4780,7.6280
1,63.5,-0.350000,6.675104,0.080000,5.7646,5.8692,6.0353,6.3279,6.6751,7.0485,7.2608,7.4100,7.6378,7.7910
1,64,-0.350000,6.814836,0.080000,5.8853,5.9921,6.1616,6.4604,6.8148,7.1961,7.4128,7.5651,7.7977,7.9541
1,64.5,-0.350000,6.954599,0.080000,6.0060,6.1150,6.2880,6.5928,6.9546,7.3437,7.5648,7.7203,7.9576,8.1172
1,65,-0.350000,7.094395,0.080000,6.1267,6.2379,6.4144,6.7254,7.0944,7.4913,7.7169,7.8755,8.1176,8.2804
1,65.5,-0.350000,7.224234,0.080000,6.2388,6.3521,6.5318,6.8485,7.2242,7.6284,7.8581,8.0196,8.2661,8.4320
1,66,-0.350000,7.354112,0.080000,6.3510,6.4663,6.6492,6.9716,7.3541,7.7655,7.9994,8.1638,8.4148,8.5835
1,66.5,-0.350000,7.484031,0.080000,6.4632,6.5805,6.7667,7.0947,7.4840,7.9027,8.1407,8.3080,8.5634,8.7352
1,67,-0.350000,7.613993,0.080000,6.5754,6.6948,6.8842,7.2179,7.6140,8.0400,8.2821,8.4523,8.7121,8.8869
1,67.5,-0.350000,7.744000,0.080000,6.6877,6.8091,7.0017,7.3412,7.7440,8.1772,8.4235,8.5966,8.8609,9.0386
1,68,-0.350000,7.874052,0.080000,6.8000,6.9234,7.1193,7.4645,7.8741,8.3146,8.5650,8.7409,9.0097,9.1904
1,68.5,-0.350000,8.004152,0.080000,6.9123,7.0378,7.2369,7.5878,8.0042,8.4519,8.7065,8.8854,9.1585,9.3423
1,69,-0.350000,8.134299,0.080000,7.0247,7.1523,7.3546,7.7112,8.1343,8.5894,8.8480,9.0298,9.3075,9.4942
1,69.5,-0.350000,8.264494,0.080000,7.1372,7.2668,7.4723,7.8346,8.2645,8.7268,8.9897,9.1744,9.4564,9.6461
1,70,-0.350000,8.394737,0.080000,7.2497,7.3813,7.5901,7.9581,8.3947,8.8644,9.1313,9.3190,9.6055,9.7981
1,70.5,-0.350000,8.515033,0.080000,7.3535,7.4870,7.6989,8.0721,8.5150,8.9914,9.2622,9.4525,9.7431,9.9385
1,71,-0.350000,8.635375,0.080000,7.4575,7.5929,7.8077,8.1862,8.6354,9.1185,9.3931,9.5861,9.8808,10.0790
1,71.5,-0.350000,8.755761,0.080000,7.5614,7.6987,7.9165,8.3003,8.7558,9.2456,9.5240,9.7197,10.0186,10.2195
1,72,-0.350000,8.876188,0.080000,7.6654,7.8046,8.0254,8.4145,8.8762,9.3728,9.6550,9.8534,10.1564,10.3601
1,72.5,-0.350000,8.996656,0.080000,7.7695,7.9105,8.1343,8.5287,8.9967,9.5000,9.7861,9.9871,10.2942,10.5007
1,73,-0.350000,9.117161,0.080000,7.8735,8.0165,8.2433,8.6429,9.1172,9.6272,9.9171,10.1209,10.4321,10.6413
1,73.5,-0.350000,9.237700,0.080000,7.9776,8.1225,8.3522,8.7572,9.2377,9.7545,10.0483,10.2547,10.5700,10.7820
1,74,-0.350000,9.358271,0.080000,8.0818,8.2285,8.4613,8.8715,9.3583,9.8818,10.1794,10.3886,10.7080,10.9228
1,74.5,-0.350000,9.478869,0.080000,8.1859,8.3345,8.5703,8.9858,9.4789,10.0092,10.3106,10.5224,10.8460,11.0635
1,75,-0.350000,9.599491,0.080000,8.2901,8.4406,8.6794,9.1002,9.5995,10.1365,10.4418,10.6564,10.9840,11.2043
1,75.5,-0.350000,9.720132,0.080000,8.3943,8.5467,8.7884,9.2145,9.7201,10.2639,10.5730,10.7903,11.1220,11.3451
1,76,-0.350000,9.840788,0.080000,8.4985,8.6527,8.8975,9.3289,9.8408,10.3913,10.7043,10.9242,11.2601,11.4859
1,76.5,-0.350000,9.961455,0.080000,8.6027,8.7588,9.0066,9.4433,9.9615,10.5187,10.8355,11.0582,11.3981,11.6268
1,77,-0.350000,10.082127,0.080000,8.7069,8.8649,9.1157,9.5577,10.0821,10.6462,10.9668,11.1921,11.5362,11.7676
1,77.5,-0.350000,10.202800,0.080000,8.8111,8.9711,9.2248,9.6721,10.2028,10.7736,11.0980,11.3261,11.6743,11.9085
1,78,-0.350000,10.323469,0.080000,8.9153,9.0772,9.3339,9.7865,10.3235,10.9010,11.2293,11.4600,11.8124,12.0493
1,78.5,-0.350000,10.444128,0.080000,9.0195,9.1832,9.4430,9.9009,10.4441,11.0284,11.3605,11.5940,11.9504,12.1901
1,79,-0.350000,10.564772,0.080000,9.1237,9.2893,9.5521,10.0152,10.5648,11.1558,11.4918,11.7279,12.0885,12.3310
1,79.5,-0.350000,10.685396,0.080000,9.2279,9.3954,9.6612,10.1296,10.6854,11.2832,11.6230,11.8618,12.2265,12.4717
1,80,-0.350000,10.805996,0.080000,9.3320,9.5014,9.7702,10.2439,10.8060,11.4105,11.7542,11.9957,12.3645,12.6125
1,80.5,-0.350000,10.901550,0.080000,9.4145,9.5854,9.8566,10.3345,10.9015,11.5114,11.8581,12.1018,12.4738,12.7240
1,81,-0.350000,10.997067,0.080000,9.4970,9.6694,9.9430,10.4250,10.9971,11.6123,11.9620,12.2078,12.5831,12.8355
1,81.5,-0.350000,11.092542,0.080000,9.5795,9.7534,10.0293,10.5156,11.0925,11.7131,12.0658,12.3138,12.6924,12.9470
1,82,-0.350000,11.187972,0.080000,9.6619,9.8373,10.1156,10.6060,11.1880,11.8139,12.1696,12.4197,12.8016,13.0583
1,82.5,-0.350000,11.283352,0.080000,9.7442,9.9212,10.2018,10.6964,11.2834,11.9146,12.2734,12.5256,12.9107,13.1697
1,83,-0.350000,11.378679,0.080000,9.8266,10.0050,10.2880,10.7868,11.3787,12.0152,12.3771,12.6314,13.0198,13.2809
1,83.5,-0.350000,11.473950,0.080000,9.9088,10.0887,10.3741,10.8771,11.4739,12.1159,12.4807,12.7372,13.1288,13.3921
1,84,-0.350000,11.569161,0.080000,9.9911,10.1725,10.4602,10.9674,11.5692,12.2164,12.5843,12.8429,13.2377,13.5033
1,84.5,-0.350000,11.664310,0.080000,10.0732,10.2561,10.5463,11.0576,11.6643,12.3169,12.6878,12.9485,13.3466,13.6143
1,85,-0.350000,11.759396,0.080000,10.1554,10.3397,10.6322,11.1477,11.7594,12.4173,12.7912,13.0541,13.4554,13.7253
1,85.5,-0.350000,11.854416,0.080000,10.2374,10.4233,10.7181,11.2378,11.8544,12.5176,12.8946,13.1595,13.5641,13.8362
1,86,-0.350000,11.949369,0.080000,10.3194,10.5068,10.8040,11.3278,11.9494,12.6179,12.9979,13.2649,13.6728,13.9470
1,86.5,-0.350000,12.044254,0.080000,10.4014,10.5902,10.8898,11.4178,12.0443,12.7181,13.1011,13.3703,13.7813,14.0578
1,87,-0.350000,12.139072,0.080000,10.4832,10.6736,10.9755,11.5076,12.1391,12.8182,13.2042,13.4755,13.8898,14.1684
1,87.5,-0.350000,12.233823,0.080000,10.5651,10.7569,11.0612,11.5975,12.2338,12.9182,13.3073,13.5807,13.9982,14.2790
1,88,-0.350000,12.328506,0.080000,10.6468,10.8401,11.1468,11.6872,12.3285,13.0182,13.4103,13.6858,14.1066,14.3895
1,88.5,-0.350000,12.423125,0.080000,10.7286,10.9233,11.2323,11.7769,12.4231,13.1181,13.5132,13.7909,14.2148,14.5000
1,89,-0.350000,12.517679,0.080000,10.8102,11.0065,11.3178,11.8666,12.5177,13.2180,13.6160,13.8958,14.3230,14.6103
1,89.5,-0.350000,12.612172,0.080000,10.8918,11.0895,11.4033,11.9561,12.6122,13.3177,13.7188,14.0007,14.4312,14.7206
1,90,-0.350000,12.706607,0.080000,10.9734,11.1726,11.4887,12.0457,12.7066,13.4175,13.8215,14.1055,14.5392,14.8309
1,90.5,-0.350000,12.831000,0.080000,11.0808,11.2820,11.6011,12.1636,12.8310,13.5488,13.9568,14.2436,14.6815,14.9760
1,91,-0.350000,12.955338,0.080000,11.1882,11.3913,11.7135,12.2815,12.9553,13.6801,14.0921,14.3817,14.8238,15.1212
1,91.5,-0.350000,13.079625,0.080000,11.2955,11.5006,11.8259,12.3993,13.0796,13.8114,14.2273,14.5196,14.9660,15.2662
1,92,-0.350000,13.203864,0.080000,11.4028,11.6098,11.9382,12.5171,13.2039,13.9425,14.3624,14.6575,15.1082,15.4112
1,92.5,-0.350000,13.328061,0.080000,11.5101,11.7190,12.0505,12.6348,13.3281,14.0737,14.4975,14.7954,15.2503,15.5562
1,93,-0.350000,13.452222,0.080000,11.6173,11.8282,12.1628,12.7525,13.4522,14.2048,14.6326,14.9333,15.3924,15.7011
1,93.5,-0.350000,13.576350,0.080000,11.7245,11.9373,12.2750,12.8702,13.5763,14.3359,14.7676,15.0710,15.5344,15.8460
1,94,-0.350000,13.700452,0.080000,11.8316,12.0464,12.3872,12.9878,13.7005,14.4669,14.9026,15.2088,15.6764,15.9908
1,94.5,-0.350000,13.824535,0.080000,11.9388,12.1555,12.4994,13.1054,13.8245,14.5979,15.0376,15.3466,15.8184,16.1357
1,95,-0.350000,13.948605,0.080000,12.0459,12.2646,12.6116,13.2231,13.9486,14.7289,15.1725,15.4843,15.9603,16.2805
1,95.5,-0.350000,14.072667,0.080000,12.1531,12.3737,12.7238,13.3407,14.0727,14.8600,15.3075,15.6220,16.1023,16.4253
1,96,-0.350000,14.196729,0.080000,12.2602,12.4828,12.8359,13.4583,14.1967,14.9910,15.4424,15.7597,16.2442,16.5701
1,96.5,-0.350000,14.320799,0.080000,12.3674,12.5919,12.9481,13.5759,14.3208,15.1220,15.5774,15.8975,16.3862,16.7149
1,97,-0.350000,14.444881,0.080000,12.4745,12.7010,13.0603,13.6935,14.4449,15.2530,15.7123,16.0352,16.5282,16.8597
1,97.5,-0.350000,14.568985,0.080000,12.5817,12.8101,13.1725,13.8112,14.5690,15.3840,15.8473,16.1730,16.6702,17.0046
1,98,-0.350000,14.693116,0.080000,12.6889,12.9193,13.2848,13.9288,14.6931,15.5151,15.9823,16.3108,16.8122,17.1495
1,98.5,-0.350000,14.817281,0.080000,12.7961,13.0284,13.3970,14.0465,14.8173,15.6462,16.1174,16.4486,16.9543,17.2944
1,99,-0.350000,14.941487,0.080000,12.9034,13.1377,13.5093,14.1643,14.9415,15.7774,16.2525,16.5865,17.0964,17.4394
1,99.5,-0.350000,15.065741,0.080000,13.0107,13.2469,13.6217,14.2821,15.0657,15.9086,16.3877,16.7244,17.2386,17.5844
1,100,-0.350000,15.190048,0.080000,13.1181,13.3562,13.7341,14.3999,15.1900,16.0398,16.5229,16.8624,17.3808,17.7295
1,100.5,-0.350000,15.349390,0.080000,13.2557,13.4963,13.8781,14.5510,15.3494,16.2081,16.6962,17.0393,17.5631,17.9154
1,101,-0.350000,15.508795,0.080000,13.3933,13.6365,14.0222,14.7021,15.5088,16.3764,16.8696,17.2162,17.7455,18.1015
1,101.5,-0.350000,15.668269,0.080000,13.5310,13.7767,14.1664,14.8533,15.6683,16.5448,17.0431,17.3933,17.9280,18.2876
1,102,-0.350000,15.827817,0.080000,13.6688,13.9170,14.3107,15.0045,15.8278,16.7133,17.2166,17.5704,18.1106,18.4739
1,102.5,-0.350000,15.987444,0.080000,13.8067,14.0573,14.4550,15.1558,15.9874,16.8818,17.3902,17.7476,18.2932,18.6602
1,103,-0.350000,16.147153,0.080000,13.9446,14.1978,14.5994,15.3072,16.1472,17.0505,17.5640,17.9249,18.4760,18.8466
1,103.5,-0.350000,16.306949,0.080000,14.0826,14.3383,14.7439,15.4587,16.3069,17.2192,17.7378,18.1023,18.6588,19.0331
1,104,-0.350000,16.466836,0.080000,14.2207,14.4789,14.8885,15.6103,16.4668,17.3881,17.9117,18.2798,18.8418,19.2197
1,104.5,-0.350000,16.626814,0.080000,14.3588,14.6195,15.0331,15.7620,16.6268,17.5570,18.0857,18.4574,19.0248,19.4064
1,105,-0.350000,16.786888,0.080000,14.4971,14.7603,15.1778,15.9137,16.7869,17.7260,18.2598,18.6350,19.2080,19.5933
1,105.5,-0.350000,16.947056,0.080000,14.6354,14.9011,15.3226,16.0655,16.9471,17.8951,18.4341,18.8129,19.3912,19.7802
1,106,-0.350000,17.107322,0.080000,14.7738,15.0420,15.4676,16.2175,17.1073,18.0644,18.6084,18.9908,19.5746,19.9673
1,106.5,-0.350000,17.267683,0.080000,14.9123,15.1830,15.6125,16.3695,17.2677,18.2337,18.7828,19.1688,19.7581,20.1544
1,107,-0.350000,17.428139,0.080000,15.0509,15.3241,15.7576,16.5216,17.4281,18.4031,18.9574,19.3469,19.9417,20.3417
1,107.5,-0.350000,17.588689,0.080000,15.1895,15.4653,15.9028,16.6738,17.5887,18.5727,19.1320,19.5251,20.1254,20.5291
1,108,-0.350000,17.749330,0.080000,15.3282,15.6065,16.0480,16.8261,17.7493,18.7423,19.3067,19.7035,20.3092,20.7166
1,108.5,-0.350000,17.910059,0.080000,15.4670,15.7478,16.1933,16.9785,17.9101,18.9120,19.4816,19.8819,20.4931,20.9042
1,109,-0.350000,18.070873,0.080000,15.6059,15.8892,16.3387,17.1309,18.0709,19.0818,19.6565,20.0604,20.6771,21.0919
1,109.5,-0.350000,18.231766,0.080000,15.7449,16.0307,16.4842,17.2834,18.2318,19.2517,19.8315,20.2390,20.8612,21.2797
1,110,-0.350000,18.392734,0.080000,15.8839,16.1722,16.6298,17.4360,18.3927,19.4217,20.0066,20.4177,21.0454,21.4676
1,110.5,-0.350000,18.593758,0.080000,16.0575,16.3490,16.8115,17.6266,18.5938,19.6340,20.2252,20.6408,21.2754,21.7022
1,111,-0.350000,18.794849,0.080000,16.2311,16.5258,16.9933,17.8172,18.7948,19.8463,20.4440,20.8641,21.5055,21.9369
1,111.5,-0.350000,18.996001,0.080000,16.4049,16.7027,17.1752,18.0079,18.9960,20.0587,20.6628,21.0874,21.7357,22.1717
1,112,-0.350000,19.197206,0.080000,16.5786,16.8796,17.3571,18.1986,19.1972,20.2712,20.8816,21.3107,21.9659,22.4065
1,112.5,-0.350000,19.398457,0.080000,16.7524,17.0566,17.5391,18.3894,19.3985,20.4837,21.1006,21.5341,22.1962,22.6414
1,113,-0.350000,19.599746,0.080000,16.9262,17.2335,17.7211,18.5802,19.5997,20.6962,21.3195,21.7576,22.4265,22.8764
1,113.5,-0.350000,19.801062,0.080000,17.1001,17.4106,17.9031,18.7711,19.8011,20.9088,21.5385,21.9811,22.6569,23.1113
1,114,-0.350000,20.002398,0.080000,17.2740,17.5876,18.0851,18.9620,20.0024,21.1214,21.7575,22.2046,22.8872,23.3463
1,114.5,-0.350000,20.203744,0.080000,17.4479,17.7646,18.2672,19.1528,20.2037,21.3340,21.9765,22.4281,23.1176,23.5813
1,115,-0.350000,20.405089,0.080000,17.6217,17.9417,18.4492,19.3437,20.4051,21.5466,22.1955,22.6516,23.3480,23.8163
1,115.5,-0.350000,20.606424,0.080000,17.7956,18.1187,18.6313,19.5346,20.6064,21.7592,22.4145,22.8751,23.5784,24.0513
1,116,-0.350000,20.807740,0.080000,17.9695,18.2957,18.8133,19.7254,20.8077,21.9718,22.6335,23.0986,23.8087,24.2863
1,116.5,-0.350000,21.009025,0.080000,18.1433,18.4727,18.9953,19.9162,21.0090,22.1844,22.8524,23.3220,24.0390,24.5212
1,117,-0.350000,21.210270,0.080000,18.3171,18.6496,19.1772,20.1070,21.2103,22.3969,23.0713,23.5454,24.2693,24.7561
1,117.5,-0.350000,21.411465,0.080000,18.4908,18.8265,19.3591,20.2977,21.4115,22.6093,23.2902,23.7688,24.4995,24.9910
1,118,-0.350000,21.612600,0.080000,18.6645,19.0034,19.5410,20.4884,21.6126,22.8217,23.5090,23.9920,24.7297,25.2257
1,118.5,-0.350000,21.813666,0.080000,18.8382,19.1802,19.7228,20.6790,21.8137,23.0340,23.7277,24.2153,24.9597,25.4604
1,119,-0.350000,22.014654,0.080000,19.0117,19.3569,19.9045,20.8695,22.0147,23.2462,23.9463,24.4384,25.1897,25.6950
1,119.5,-0.350000,22.215554,0.080000,19.1852,19.5335,20.0862,21.0600,22.2156,23.4584,24.1648,24.6614,25.4196,25.9295
1,120,-0.350000,22.416360,0.080000,19.3587,19.7101,20.2677,21.2504,22.4164,23.6704,24.3833,24.8843,25.6493,26.1638
1,120.5,-0.350000,22.617063,0.080000,19.5320,19.8866,20.4492,21.4406,22.6171,23.8824,24.6016,25.1071,25.8790,26.3981
1,121,-0.350000,22.817656,0.080000,19.7052,20.0630,20.6305,21.6308,22.8177,24.0942,24.8198,25.3298,26.1085,26.6322
2,45,-0.400000,2.501876,0.085000,2.1427,2.1836,2.2488,2.3641,2.5019,2.6512,2.7365,2.7967,2.8891,2.9514
2,45.5,-0.400000,2.591997,0.085000,2.2199,2.2623,2.3298,2.4493,2.5920,2.7467,2.8351,2.8975,2.9931,3.0577
2,46,-0.400000,2.682106,0.085000,2.2970,2.3409,2.4108,2.5344,2.6821,2.8421,2.9337,2.9982,3.0972,3.1640
2,46.5,-0.400000,2.772204,0.085000,2.3742,2.4196,2.4917,2.6195,2.7722,2.9376,3.0322,3.0989,3.2012,3.2703
2,47,-0.400000,2.862288,0.085000,2.4514,2.4982,2.5727,2.7047,2.8623,3.0331,3.1307,3.1996,3.3052,3.3765
2,47.5,-0.400000,2.952355,0.085000,2.5285,2.5768,2.6537,2.7898,2.9524,3.1285,3.2293,3.3003,3.4092,3.4828
2,48,-0.400000,3.042406,0.085000,2.6056,2.6554,2.7346,2.8749,3.0424,3.2239,3.3278,3.4010,3.5132,3.5890
2,48.5,-0.400000,3.132438,0.085000,2.6827,2.7340,2.8155,2.9599,3.1324,3.3193,3.4262,3.5016,3.6172,3.6952
2,49,-0.400000,3.222451,0.085000,2.7598,2.8125,2.8964,3.0450,3.2225,3.4147,3.5247,3.6022,3.7211,3.8014
2,49.5,-0.400000,3.312443,0.085000,2.8369,2.8911,2.9773,3.1300,3.3124,3.5101,3.6231,3.7028,3.8251,3.9076
2,50,-0.400000,3.402413,0.085000,2.9139,2.9696,3.0582,3.2150,3.4024,3.6054,3.7215,3.8034,3.9290,4.0137
2,50.5,-0.400000,3.502368,0.085000,2.9995,3.0568,3.1480,3.3095,3.5024,3.7114,3.8309,3.9152,4.0444,4.1316
2,51,-0.400000,3.602300,0.085000,3.0851,3.1441,3.2379,3.4039,3.6023,3.8172,3.9402,4.0269,4.1598,4.2495
2,51.5,-0.400000,3.702207,0.085000,3.1707,3.2313,3.3277,3.4983,3.7022,3.9231,4.0494,4.1385,4.2751,4.3673
2,52,-0.400000,3.802090,0.085000,3.2562,3.3184,3.4174,3.5927,3.8021,4.0290,4.1587,4.2502,4.3905,4.4852
2,52.5,-0.400000,3.901949,0.085000,3.3418,3.4056,3.5072,3.6871,3.9019,4.1348,4.2679,4.3618,4.5058,4.6030
2,53,-0.400000,4.001784,0.085000,3.4273,3.4927,3.5969,3.7814,4.0018,4.2406,4.3771,4.4734,4.6211,4.7207
2,53.5,-0.400000,4.101596,0.085000,3.5127,3.5799,3.6866,3.8757,4.1016,4.3463,4.4863,4.5850,4.7363,4.8385
2,54,-0.400000,4.201385,0.085000,3.5982,3.6669,3.7763,3.9700,4.2014,4.4521,4.5954,4.6966,4.8516,4.9562
2,54.5,-0.400000,4.301152,0.085000,3.6836,3.7540,3.8660,4.0643,4.3012,4.5578,4.7046,4.8081,4.9668,5.0739
2,55,-0.400000,4.400898,0.085000,3.7691,3.8411,3.9557,4.1585,4.4009,4.6635,4.8137,4.9196,5.0820,5.1916
2,55.5,-0.400000,4.520629,0.085000,3.8716,3.9456,4.0633,4.2717,4.5206,4.7904,4.9446,5.0534,5.2202,5.3328
2,56,-0.400000,4.640339,0.085000,3.9741,4.0501,4.1709,4.3848,4.6403,4.9172,5.0756,5.1872,5.3585,5.4740
2,56.5,-0.400000,4.760031,0.085000,4.0766,4.1545,4.2785,4.4979,4.7600,5.0441,5.2065,5.3210,5.4967,5.6152
2,57,-0.400000,4.879707,0.085000,4.1791,4.2590,4.3860,4.6110,4.8797,5.1709,5.3374,5.4548,5.6349,5.7564
2,57.5,-0.400000,4.999368,0.085000,4.2816,4.3634,4.4936,4.7241,4.9994,5.2977,5.4683,5.5886,5.7730,5.8976
2,58,-0.400000,5.119019,0.085000,4.3841,4.4679,4.6011,4.8371,5.1190,5.4245,5.5991,5.7223,5.9112,6.0387
2,58.5,-0.400000,5.238661,0.085000,4.4866,4.5723,4.7087,4.9502,5.2387,5.5512,5.7300,5.8561,6.0494,6.1798
2,59,-0.400000,5.358296,0.085000,4.5890,4.6767,4.8162,5.0632,5.3583,5.6780,5.8608,5.9898,6.1875,6.3210
2,59.5,-0.400000,5.477929,0.085000,4.6915,4.7811,4.9237,5.1763,5.4779,5.8048,5.9917,6.1236,6.3257,6.4621
2,60,-0.400000,5.597563,0.085000,4.7939,4.8855,5.0313,5.2893,5.5976,5.9316,6.1226,6.2573,6.4638,6.6032
2,60.5,-0.400000,5.727195,0.085000,4.9050,4.9987,5.1478,5.4118,5.7272,6.0689,6.2643,6.4022,6.6135,6.7561
2,61,-0.400000,5.856832,0.085000,5.0160,5.1118,5.2643,5.5343,5.8568,6.2063,6.4061,6.5471,6.7632,6.9091
2,61.5,-0.400000,5.986479,0.085000,5.1270,5.2250,5.3808,5.6568,5.9865,6.3437,6.5479,6.6920,6.9129,7.0620
2,62,-0.400000,6.116139,0.085000,5.2381,5.3381,5.4974,5.7793,6.1161,6.4811,6.6898,6.8370,7.0626,7.2150
2,62.5,-0.400000,6.245815,0.085000,5.3491,5.4513,5.6139,5.9019,6.2458,6.6185,6.8316,6.9819,7.2124,7.3679
2,63,-0.400000,6.375510,0.085000,5.4602,5.5645,5.7305,6.0244,6.3755,6.7559,6.9735,7.1269,7.3621,7.5209
2,63.5,-0.400000,6.505228,0.085000,5.5713,5.6777,5.8471,6.1470,6.5052,6.8934,7.1154,7.2719,7.5119,7.6740
2,64,-0.400000,6.634973,0.085000,5.6824,5.7910,5.9637,6.2696,6.6350,7.0309,7.2573,7.4170,7.6618,7.8270
2,64.5,-0.400000,6.764746,0.085000,5.7935,5.9042,6.0804,6.3922,6.7647,7.1684,7.3992,7.5620,7.8116,7.9801
2,65,-0.400000,6.894552,0.085000,5.9047,6.0175,6.1970,6.5149,6.8946,7.3059,7.5412,7.7071,7.9615,8.1332
2,65.5,-0.400000,7.024393,0.085000,6.0159,6.1309,6.3137,6.6376,7.0244,7.4435,7.6832,7.8523,8.1114,8.2864
2,66,-0.400000,7.154272,0.085000,6.1271,6.2442,6.4305,6.7603,7.1543,7.5812,7.8253,7.9975,8.2614,8.4396
